cad_cdw_id,cad_event_number,general_offense_number,event_clearance_code,event_clearance_description,event_clearance_subgroup,event_clearance_group,event_clearance_date,hundred_block_location,district_sector,zone_beat,census_tract,longitude,latitude,incident_location,initial_type_description,initial_type_subgroup,initial_type_group,at_scene_time
1504240,15000266186,2015266186,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,08/02/2015 03:31:00 PM,ALOHA ST / 8 AV N,D,D2,6700.1003,-122.34102148,47.627131238,"(47.627131238, -122.34102148)",TRU - THEFT,OTHER PROPERTY,THEFT,NA
555080,11000138439,2011138439,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/01/2011 02:37:00 PM,22 AV S / S LANDER ST,O,O1,10000.6008,-122.304332422,47.579174028,"(47.579174028, -122.304332422)",NA,NA,NA,NA
1323819,15000235580,2015235580,NA,NA,NA,NA,NA,25XX BLOCK OF S NORMAN ST,G,G3,8900.4016,-122.299583352,47.592943088,"(47.592943088, -122.299583352)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,07/10/2015 07:41:00 AM
685315,11000393781,2011393781,161,TRESPASS,TRESPASS,TRESPASS,12/07/2011 08:32:00 PM,45XX BLOCK OF 16TH AVE NE,U,U3,5301.1006,-122.310843378,47.662168194,"(47.662168194, -122.310843378)",NA,NA,NA,NA
2062712,17000287353,2017287353,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,08/05/2017 12:29:09 AM,40XX BLOCK OF BEACH DR SW,W,W2,9701.3018,-122.40951,47.56809,"(47.56809, -122.40951)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,NA
2199605,14000378873,2014378873,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/12/2014 07:18:00 AM,5XX BLOCK OF 14 AV E,C,C2,7500.1002,-122.314644631,47.623684283,"(47.623684283, -122.314644631)",BURG - IP/JO - RES (INCL UNOCC STRUCTURES),BURGLARY,RESIDENTIAL BURGLARIES,NA
1722854,16000143582,2016143582,161,TRESPASS,TRESPASS,TRESPASS,04/25/2016 10:12:19 PM,95XX BLOCK OF AURORA AV N,N,N3,1300.3019,-122.34461,47.69817,"(47.69817, -122.34461)",TRESPASS,TRESPASS,TRESPASS,NA
1655659,16000024096,201624096,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,01/21/2016 07:43:08 AM,7XX BLOCK OF PIKE ST,M,M2,8200.1006,-122.3328,47.61184,"(47.61184, -122.3328)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,NA
1546538,15000318033,2015318033,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/10/2015 08:28:00 PM,N 90 ST / AURORA AV N,N,N3,1800.3010,-122.344567659,47.694184039,"(47.694184039, -122.344567659)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,NA
2215493,14000401823,2014401823,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/03/2014 04:20:00 PM,23XX BLOCK OF YALE AV E,C,C1,6100.4008,-122.327106767,47.640879126,"(47.640879126, -122.327106767)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
1739141,16000171918,2016171918,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/17/2016 09:37:53 AM,E LOUISA ST / FRANKLIN AV E,D,D3,6100.4004,-122.324646,47.64203,"(47.64203, -122.324646)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
870035,12000258592,2012258592,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/06/2012 04:54:00 PM,3 AV / VIRGINIA ST,M,M2,8002.1001,-122.340894617,47.612397328,"(47.612397328, -122.340894617)",NA,NA,NA,NA
114032,10000389878,2010389878,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,11/08/2010 01:09:00 AM,XX BLOCK OF PINE ST,M,M3,8100.1006,-122.340925196,47.609813944,"(47.609813944, -122.340925196)",NA,NA,NA,NA
2012604,17000196313,2017196313,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,06/02/2017 07:59:23 AM,1XX BLOCK OF PINE ST,M,M1,8100.3,-122.34037,47.610046,"(47.610046, -122.34037)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,06/02/2017 04:25:05 AM
1077771,15000138074,2015138074,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,04/27/2015 11:42:00 PM,5XX BLOCK OF BROADWAY E,E,E1,7401.2003,-122.320933331,47.623698976,"(47.623698976, -122.320933331)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,04/27/2015 09:46:00 PM
1033194,15000074846,201574846,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/06/2015 06:15:00 PM,CLAY ST / ALASKAN WY,D,D1,8001.3024,-122.354027418,47.614432654,"(47.614432654, -122.354027418)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,NA
1927997,17000037544,201737544,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,01/31/2017 10:33:14 AM,37XX BLOCK OF S PILGRIM ST,S,S1,11700.2018,-122.285255,47.515717,"(47.515717, -122.285255)",ALARM - RESIDENTIAL - SILENT/AUD PANIC/DURESS,ALACAD,SUSPICIOUS CIRCUMSTANCES,NA
1705907,16000110994,2016110994,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,03/31/2016 08:13:26 PM,83XX BLOCK OF AURORA AV N,J,J3,2700.4004,-122.34451,47.689476,"(47.689476, -122.34451)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/31/2016 04:23:06 PM
1560764,15000334946,2015334946,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/24/2015 08:18:00 PM,47XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.2002,-122.313087958,47.663996256,"(47.663996256, -122.313087958)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,09/24/2015 07:40:00 PM
2193533,14000358792,2014358792,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/26/2014 03:10:00 PM,117XX BLOCK OF 15 AV NE,L,L2,700.4007,-122.312501742,47.714225234,"(47.714225234, -122.312501742)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/26/2014 03:05:00 PM
2031504,17000230777,2017230777,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,06/26/2017 09:28:13 PM,N 45 ST / DENSMORE AV N,B,B3,5000.104,-122.33737,47.661385,"(47.661385, -122.33737)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,NA
2215562,14000401918,2014401918,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/03/2014 05:54:00 PM,63XX BLOCK OF 36 AV SW,W,W3,10600.2001,-122.377770641,47.545618241,"(47.545618241, -122.377770641)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
592738,11000164840,2011164840,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/24/2011 05:28:00 AM,2 AV / BELL ST,M,M2,8001.2008,-122.345654258,47.614039706,"(47.614039706, -122.345654258)",NA,NA,NA,NA
787141,12000129512,2012129512,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,04/28/2012 04:28:00 AM,19XX BLOCK OF BOREN AVE,D,D2,7300.2011,-122.333368028,47.617329291,"(47.617329291, -122.333368028)",NA,NA,NA,NA
2120675,17000392652,2017392652,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,10/22/2017 11:55:18 PM,19XX BLOCK OF PIKE PL,M,M1,8002.1008,-122.34282,47.61002,"(47.61002, -122.34282)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,10/22/2017 08:11:22 PM
1261827,11000023596,201123596,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/20/2011 05:21:00 PM,5XX BLOCK OF PIKE ST,K,K1,8200.1004,-122.335017881,47.610909012,"(47.610909012, -122.335017881)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,01/20/2011 04:55:00 PM
765369,12000096151,201296151,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/30/2012 01:47:00 PM,PIKE HILL CLIMB / WESTERN AV,M,M3,8100.1003,-122.341126216,47.60835527,"(47.60835527, -122.341126216)",NA,NA,NA,NA
1033100,15000074606,201574606,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/06/2015 03:54:00 PM,34XX BLOCK OF 48 AV SW,W,W1,9702.1022,-122.393408106,47.572984446,"(47.572984446, -122.393408106)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/06/2015 03:03:00 PM
1052336,15000102446,2015102446,200,ALARMS - COMMERCIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,03/29/2015 06:11:00 PM,47XX BLOCK OF 1 AV S,O,O2,9300.3206,-122.334202526,47.563814063,"(47.563814063, -122.334202526)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALARMS,SUSPICIOUS CIRCUMSTANCES,NA
1499759,15000260742,2015260742,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,07/29/2015 03:31:00 PM,83XX BLOCK OF 14 AV NW,J,J2,3000.2002,-122.374100884,47.689676761,"(47.689676761, -122.374100884)",SECONDARY - FORGERY/BUNCO/SCAMS/ID THEFT,FRAUD CALLS,FRAUD CALLS,NA
1046621,15000094213,201594213,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/23/2015 01:00:00 AM,CALIFORNIA AV SW / FAUNTLEROY WY SW,W,W3,10600.3004,-122.387217852,47.544870907,"(47.544870907, -122.387217852)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/23/2015 12:35:00 AM
426830,11000280683,2011280683,064,SHOPLIFT,THEFT,SHOPLIFTING,08/26/2011 11:23:00 AM,14XX BLOCK OF S LANE ST,G,G2,9000.3020,-122.313436504,47.596654658,"(47.596654658, -122.313436504)",NA,NA,NA,NA
1241513,12000445706,2012445706,200,ALARMS - COMMERCIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,12/31/2012 08:05:00 PM,116XX BLOCK OF AURORA AVE N,N,N1,600.3005,-122.344834273,47.713547979,"(47.713547979, -122.344834273)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALARMS,SUSPICIOUS CIRCUMSTANCES,12/31/2012 07:57:00 PM
1082903,15000145320,2015145320,350,HAZARDS,HAZARDS,HAZARDS,05/04/2015 09:24:00 AM,WEST SEATTLE BR / WB,W,W1,9300.3138,-122.349513948,47.571012626,"(47.571012626, -122.349513948)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,NA
400437,11000241874,2011241874,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,07/26/2011 12:18:00 AM,18XX BLOCK OF 9TH AVE,D,D2,7300.2022,-122.333794123,47.615224354,"(47.615224354, -122.333794123)",NA,NA,NA,NA
2137979,14000268925,2014268925,NA,NA,NA,NA,NA,120XX BLOCK OF AURORA AV N,N,N1,600.3005,-122.344896098,47.717174469,"(47.717174469, -122.344896098)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/14/2014 02:30:00 AM
536949,11000105625,2011105625,320,HARBOR - VESSEL THEFT,HARBOR CALLS,HARBOR CALLS,04/02/2011 12:31:00 PM,96XX BLOCK OF RAINIER AVE S,S,S3,11800.1009,-122.219981301,47.497217286,"(47.497217286, -122.219981301)",NA,NA,NA,NA
2162801,14000325264,2014325264,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,09/29/2014 12:35:00 AM,PINE ST / MINOR AV,D,D3,8400.1008,-122.32871292,47.614918933,"(47.614918933, -122.32871292)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
836310,12000203930,2012203930,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/28/2012 03:21:00 PM,63XX BLOCK OF 35TH AVE SW,F,F1,10700.5012,-122.376422573,47.545593277,"(47.545593277, -122.376422573)",NA,NA,NA,NA
818549,12000176421,2012176421,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,06/06/2012 08:24:00 PM,1XX BLOCK OF BROADWAY E,E,E1,7400.3005,-122.320863687,47.619323644,"(47.619323644, -122.320863687)",NA,NA,NA,NA
123875,10000404337,2010404337,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/20/2010 04:05:00 AM,NULL,N,N1,402.2,-122.34497772,47.723210988,"(47.723210988, -122.34497772)",NA,NA,NA,NA
1856861,16000375323,2016375323,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/17/2016 01:25:40 AM,38XX BLOCK OF RAINIER AV S,R,R2,10100.5018,-122.28881,47.569614,"(47.569614, -122.28881)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,NA
458713,11000327727,2011327727,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/06/2011 12:13:00 AM,11 AV / E PIKE ST,E,E2,7500.4007,-122.318141828,47.614092169,"(47.614092169, -122.318141828)",NA,NA,NA,NA
538436,11000110766,2011110766,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,04/07/2011 09:37:00 AM,14XX BLOCK OF 3RD AVE,K,K1,8100.2009,-122.337338756,47.60925298,"(47.60925298, -122.337338756)",NA,NA,NA,NA
1139761,15000227015,2015227015,141,LEWD CONDUCT,LIQUOR VIOLATIONS,LEWD CONDUCT,07/04/2015 07:09:00 AM,S FISHER PL / RAINIER AV S,S,S3,11800.6016,-122.269999556,47.521409164,"(47.521409164, -122.269999556)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)",LEWD CONDUCT,SUSPICIOUS CIRCUMSTANCES,07/04/2015 06:00:00 AM
2110233,17000373726,2017373726,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/07/2017 10:20:50 PM,11XX BLOCK OF E DENNY WY,E,E2,7500.4001,-122.317566,47.618763,"(47.618763, -122.317566)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
1846988,16000357927,2016357927,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,10/03/2016 02:29:32 AM,1 AV / BATTERY ST,D,D1,8001.2005,-122.34782,47.614143,"(47.614143, -122.34782)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,NA
2179980,14000348314,2014348314,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/17/2014 08:09:00 PM,25 AV S / S ORCAS ST,S,S1,10400.3000,-122.300600064,47.550985235,"(47.550985235, -122.300600064)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,NA
1676569,16000059964,201659964,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,02/19/2016 11:31:31 AM,CARLETON AV S / S BAILEY ST ON RP,O,O3,10900.2082,-122.32015,47.547356,"(47.547356, -122.32015)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,02/19/2016 11:25:40 AM
745360,12000065222,201265222,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/03/2012 09:40:00 AM,36XX BLOCK OF E MARGINAL WAY S,O,O2,9300.3080,-122.339688594,47.570304886,"(47.570304886, -122.339688594)",NA,NA,NA,NA
1760031,16000208832,2016208832,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/12/2016 02:30:24 PM,1 AV S / S MEAD ST,O,O3,10900.2053,-122.33422,47.5511,"(47.5511, -122.33422)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/12/2016 01:37:20 PM
714847,12000019659,201219659,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,01/21/2012 05:48:00 PM,1 AV W / W THOMAS ST,Q,Q3,7100.2012,-122.358046368,47.620946031,"(47.620946031, -122.358046368)",NA,NA,NA,NA
1576991,15000354885,2015354885,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/10/2015 05:33:00 PM,6XX BLOCK OF W EWING ST,Q,Q2,5900.1001,-122.368002387,47.653586165,"(47.653586165, -122.368002387)",BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,10/10/2015 02:59:00 PM
1115921,15000192882,2015192882,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,06/09/2015 08:44:00 PM,47XX BLOCK OF S DAWSON ST,R,R3,10200.4014,-122.273528274,47.55520094,"(47.55520094, -122.273528274)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,NA
1675650,16000058443,201658443,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,02/18/2016 06:10:48 AM,36XX BLOCK OF E MARGINAL WY S,O,O2,9300.3129,-122.33969,47.570305,"(47.570305, -122.33969)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,NA
1990263,17000155387,2017155387,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,05/04/2017 08:14:38 AM,S HOLGATE ST / 6 AV S,O,O1,9300.301,-122.32598,47.58617,"(47.58617, -122.32598)","ANIMAL - INJURED, DEAD HAZARD",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,NA
761036,12000089435,201289435,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/24/2012 03:16:00 PM,9XX BLOCK OF N 34TH ST,J,J3,5400.3008,-122.346092304,47.649040967,"(47.649040967, -122.346092304)",NA,NA,NA,NA
1736546,16000167554,2016167554,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,05/13/2016 06:55:05 PM,S LANDER ST / 4 AV S,O,O1,9300.3019,-122.329056,47.579807,"(47.579807, -122.329056)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,NA
446277,11000309086,2011309086,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/19/2011 08:21:00 AM,44XX BLOCK OF S GRAHAM ST,R,R3,10300.2013,-122.27707102,47.546018238,"(47.546018238, -122.27707102)",NA,NA,NA,NA
1645344,16000006535,20166535,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/06/2016 06:31:17 PM,3 AV / PINE ST,M,M3,8100.2008,-122.3387,47.610744,"(47.610744, -122.3387)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)",LEWD CONDUCT,SUSPICIOUS CIRCUMSTANCES,NA
2188007,14000362658,2014362658,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,10/29/2014 06:58:00 PM,3XX BLOCK OF PINE ST,M,M2,8100.2002,-122.338146745,47.610975162,"(47.610975162, -122.338146745)",INJURED - IP/JO - PERSON/INDUSTRIAL ACCIDENT,PERSON DOWN/INJURY,PERSON DOWN/INJURY,NA
941778,12000365665,2012365665,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,10/25/2012 11:08:00 AM,96XX BLOCK OF 20TH AVE SW,F,F2,11400.4018,-122.359189436,47.51644649,"(47.51644649, -122.359189436)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,10/25/2012 09:35:00 AM
849637,12000224468,2012224468,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,07/13/2012 12:45:00 PM,80XX BLOCK OF GREENWOOD AVE N,B,B3,2800.5009,-122.355299853,47.687303831,"(47.687303831, -122.355299853)",NA,NA,NA,NA
1080598,15000142014,2015142014,350,HAZARDS,HAZARDS,HAZARDS,05/01/2015 12:13:00 PM,N 50 ST / KEYSTONE PL N,B,B3,5100.1002,-122.331014732,47.665018029,"(47.665018029, -122.331014732)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/01/2015 08:46:00 AM
1486677,15000244830,2015244830,NA,NA,NA,NA,NA,17XX BLOCK OF 4 AV S,O,O1,9300.2072,-122.329056821,47.587198565,"(47.587198565, -122.329056821)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,07/17/2015 12:47:00 PM
427745,11000281980,2011281980,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,08/27/2011 11:25:00 AM,18XX BLOCK OF QUEEN ANNE AVE N,Q,Q2,6800.3000,-122.356962612,47.635349344,"(47.635349344, -122.356962612)",NA,NA,NA,NA
2211463,14000395972,2014395972,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,11/27/2014 08:20:00 AM,19 AV E / E JOHN ST,C,C2,7600.2004,-122.307367146,47.619664134,"(47.619664134, -122.307367146)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,NA
97598,10000365640,2010365640,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/19/2010 01:14:00 PM,22XX BLOCK OF NE 46TH ST,U,U2,4300.4006,-122.303996041,47.661804541,"(47.661804541, -122.303996041)",NA,NA,NA,NA
101564,10000371080,2010371080,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,10/24/2010 06:48:00 AM,46XX BLOCK OF S HOLLY ST,S,S1,11101.1003,-122.274090991,47.542470251,"(47.542470251, -122.274090991)",NA,NA,NA,NA
414570,11000262498,2011262498,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/11/2011 04:26:00 AM,90XX BLOCK OF SEWARD PARK AVE S,S,S2,11800.1008,-122.264496398,47.522408654,"(47.522408654, -122.264496398)",NA,NA,NA,NA
1526076,15000292888,2015292888,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,08/22/2015 09:37:00 AM,17XX BLOCK OF SUMMIT AV,E,E1,7402.2004,-122.325552284,47.617040616,"(47.617040616, -122.325552284)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,NA
1053731,15000104677,2015104677,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/31/2015 01:15:00 PM,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615155,47.7086028,"(47.7086028, -122.324615155)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",NA
1097552,15000166297,2015166297,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,05/20/2015 09:35:00 PM,4XX BLOCK OF 2 AV S,K,K2,9300.2005,-122.331579249,47.598744223,"(47.598744223, -122.331579249)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,NA
1926574,17000035934,201735934,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,01/29/2017 11:24:30 PM,35 AV SW / SW AVALON WY,W,W2,10500.1000,-122.37619,47.564075,"(47.564075, -122.37619)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,01/29/2017 11:17:45 PM
669966,11000374630,2011374630,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,11/19/2011 03:13:00 AM,12XX BLOCK OF WESTLAKE AVE N,D,D1,6700.1000,-122.349465445,47.646735734,"(47.646735734, -122.349465445)",NA,NA,NA,NA
1762448,16000213009,2016213009,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,06/15/2016 04:28:25 PM,2XX BLOCK OF PIKE ST,M,M3,8100.2004,-122.33835,47.609516,"(47.609516, -122.33835)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,06/15/2016 03:44:15 PM
892450,12000297523,2012297523,202,ALARMS - COMMERCIAL PANIC (FALSE),PANIC ALARMS (FALSE),FALSE ALARMS,09/04/2012 06:00:00 PM,24XX BLOCK OF S JACKSON ST,G,G2,8900.5006,-122.300510574,47.599277528,"(47.599277528, -122.300510574)","ALARM - COMM, HOLD-UP/PANIC (EXCEPT BANKS)",ALARMS,SUSPICIOUS CIRCUMSTANCES,09/04/2012 05:45:00 PM
1805980,16000287584,2016287584,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/10/2016 12:49:49 AM,BROADWAY / E UNION ST,E,E2,7500.4016,-122.32076,47.61296,"(47.61296, -122.32076)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,NA
